area_type,availability,location,total_sqft,bath,balcony,rooms,price
Super built-up  Area,1.0,Kundalahalli,1047.0,2.0,1.0,2,91.0
Super built-up  Area,0.0,Kundalahalli,1724.0,3.0,1.0,3,146.0
Plot  Area,1.0,Kundalahalli,1600.0,3.0,2.0,3,170.0
Super built-up  Area,0.0,Kundalahalli,1724.0,3.0,1.0,3,125.0
Super built-up  Area,1.0,Kundalahalli,1010.0,2.0,1.0,2,48.27
Super built-up  Area,0.0,Kundalahalli,1047.0,2.0,1.0,2,89.0
Plot  Area,1.0,Kundalahalli,2500.0,5.0,2.0,4,245.0
Super built-up  Area,0.0,Kundalahalli,1397.0,3.0,3.0,3,105.0
Super built-up  Area,1.0,Kundalahalli,1047.0,2.0,1.0,2,72.0
Built-up  Area,1.0,Kundalahalli,1260.0,2.0,0.0,2,58.0
Built-up  Area,1.0,Kundalahalli,3092.0,4.0,3.0,4,230.0
Built-up  Area,1.0,Kundalahalli,1065.0,2.0,1.0,2,70.0
Super built-up  Area,0.0,Kundalahalli,1724.0,3.0,1.0,3,146.0
Super built-up  Area,1.0,Kundalahalli,1047.0,2.0,2.0,2,91.0
Super built-up  Area,1.0,Kundalahalli,1724.0,3.0,2.0,3,128.0
Super built-up  Area,1.0,Kundalahalli,1315.0,2.0,3.0,2,74.0
Built-up  Area,1.0,Kundalahalli,2100.0,3.0,2.0,3,150.0
Super built-up  Area,1.0,Kundalahalli,1724.0,3.0,1.0,3,125.0
Super built-up  Area,0.0,Kundalahalli,1724.0,3.0,3.0,3,140.0
Super built-up  Area,1.0,Kundalahalli,1175.0,2.0,1.0,2,65.0
Carpet  Area,1.0,LB Shastri Nagar,1043.0,2.0,2.0,2,55.0
Built-up  Area,1.0,LB Shastri Nagar,1184.0,2.0,1.0,2,69.0
Super built-up  Area,1.0,LB Shastri Nagar,665.0,1.0,2.0,1,32.0
Super built-up  Area,0.0,LB Shastri Nagar,1250.0,2.0,2.0,2,48.5
Super built-up  Area,1.0,LB Shastri Nagar,1400.0,2.0,2.0,3,80.0
Super built-up  Area,1.0,LB Shastri Nagar,1184.0,2.0,1.0,2,62.0
Super built-up  Area,1.0,LB Shastri Nagar,1200.0,2.0,1.0,2,47.0
Built-up  Area,1.0,LB Shastri Nagar,1200.0,2.0,1.0,2,75.0
Super built-up  Area,1.0,LB Shastri Nagar,1000.0,2.0,1.0,2,49.5
Plot  Area,1.0,Laggere,2800.0,5.0,2.0,5,125.0
Plot  Area,1.0,Laggere,1200.0,3.0,1.0,3,130.0
Plot  Area,1.0,Laggere,1200.0,1.0,1.0,1,125.0
Plot  Area,1.0,Laggere,1200.0,2.0,0.0,2,75.0
Built-up  Area,1.0,Laggere,620.0,2.0,0.0,1,48.0
Super built-up  Area,1.0,Lakshminarayana Pura,1185.0,2.0,2.0,2,75.0
Super built-up  Area,1.0,Lakshminarayana Pura,1600.0,2.0,1.0,3,108.0
Built-up  Area,1.0,Lakshminarayana Pura,1180.0,2.0,2.0,2,75.0
Super built-up  Area,1.0,Lakshminarayana Pura,1172.0,2.0,2.0,2,82.0
Built-up  Area,1.0,Lakshminarayana Pura,1179.0,2.0,1.0,2,75.0
Super built-up  Area,1.0,Lakshminarayana Pura,1149.0,2.0,1.0,2,75.0
Super built-up  Area,1.0,Lakshminarayana Pura,1336.0,2.0,2.0,2,100.0
Super built-up  Area,1.0,Lakshminarayana Pura,1175.0,2.0,2.0,2,75.0
Super built-up  Area,1.0,Lakshminarayana Pura,1190.0,2.0,1.0,2,75.0
Super built-up  Area,1.0,Lakshminarayana Pura,1200.0,2.0,1.0,2,75.0
Super built-up  Area,1.0,Lakshminarayana Pura,1200.0,2.0,2.0,2,75.0
Built-up  Area,1.0,Lakshminarayana Pura,1165.0,2.0,2.0,2,75.0
Super built-up  Area,1.0,Lakshminarayana Pura,1145.0,2.0,1.0,2,75.0
Super built-up  Area,1.0,Lakshminarayana Pura,1500.0,3.0,2.0,3,104.0
Super built-up  Area,1.0,Lakshminarayana Pura,1210.0,2.0,2.0,2,75.0
Built-up  Area,1.0,Lakshminarayana Pura,1169.0,2.0,2.0,2,75.0
Built-up  Area,1.0,Lakshminarayana Pura,1200.0,2.0,1.0,2,75.0
Built-up  Area,1.0,Lakshminarayana Pura,1172.0,2.0,1.0,2,75.0
Super built-up  Area,1.0,Lakshminarayana Pura,1172.0,2.0,2.0,2,75.0
Super built-up  Area,1.0,Lakshminarayana Pura,1180.0,2.0,1.0,2,75.0
Super built-up  Area,1.0,Lakshminarayana Pura,1200.0,2.0,3.0,2,83.0
Super built-up  Area,1.0,Lakshminarayana Pura,1200.0,2.0,2.0,2,80.0
Built-up  Area,1.0,Lakshminarayana Pura,1195.0,2.0,1.0,2,75.0
Built-up  Area,1.0,Lakshminarayana Pura,1200.0,2.0,1.0,2,80.0
Super built-up  Area,1.0,Lingadheeranahalli,1521.0,3.0,1.0,3,95.0
Super built-up  Area,1.0,Lingadheeranahalli,1511.0,3.0,1.0,3,95.0
Super built-up  Area,1.0,Lingadheeranahalli,1683.0,3.0,1.0,3,109.0
Super built-up  Area,1.0,Lingadheeranahalli,1519.0,3.0,1.0,3,93.0
Super built-up  Area,1.0,Lingadheeranahalli,1521.0,3.0,1.0,3,94.99
Super built-up  Area,1.0,Lingadheeranahalli,1682.0,3.0,1.0,3,120.0
Super built-up  Area,1.0,Lingadheeranahalli,1521.0,3.0,1.0,3,94.71
Super built-up  Area,1.0,Lingadheeranahalli,1893.0,3.0,1.0,3,130.0
Super built-up  Area,1.0,Lingadheeranahalli,1705.0,3.0,1.0,3,110.0
Super built-up  Area,1.0,Lingadheeranahalli,2245.0,4.0,2.0,4,154.0
Super built-up  Area,1.0,Lingadheeranahalli,1682.0,3.0,1.0,3,113.0
Super built-up  Area,1.0,Lingadheeranahalli,1682.0,3.0,1.0,3,114.0
Super built-up  Area,1.0,Lingadheeranahalli,1506.0,3.0,1.0,3,95.0
Super built-up  Area,1.0,Lingadheeranahalli,1683.0,3.0,1.0,3,110.0
Super built-up  Area,1.0,Lingadheeranahalli,1684.0,3.0,1.0,3,120.0
Super built-up  Area,1.0,Lingadheeranahalli,2236.0,4.0,2.0,4,153.0
Super built-up  Area,1.0,Lingadheeranahalli,1894.0,4.0,1.0,3,114.0
Super built-up  Area,1.0,Lingadheeranahalli,2240.0,4.0,2.0,4,160.0
Built-up  Area,1.0,Magadi Road,3600.0,6.0,0.0,6,141.0
Super built-up  Area,0.0,Magadi Road,1116.0,2.0,1.0,2,50.0
Super built-up  Area,1.0,Magadi Road,884.0,2.0,1.0,2,41.1
Super built-up  Area,0.0,Magadi Road,1005.0,2.0,1.0,2,55.78
Super built-up  Area,0.0,Magadi Road,1000.0,2.0,0.0,2,46.5
Plot  Area,1.0,Magadi Road,1500.0,2.0,2.0,4,93.0
Built-up  Area,1.0,Magadi Road,1345.0,2.0,2.0,2,55.0
Plot  Area,1.0,Magadi Road,5000.0,6.0,1.0,5,360.0
Super built-up  Area,1.0,Magadi Road,1116.0,2.0,1.0,2,51.89
Super built-up  Area,0.0,Magadi Road,1052.0,2.0,1.0,3,60.0
Super built-up  Area,1.0,Magadi Road,940.0,2.0,2.0,2,50.0
Super built-up  Area,0.0,Magadi Road,1318.0,2.0,1.0,3,68.0
Super built-up  Area,0.0,Magadi Road,884.0,2.0,1.0,2,48.0
Super built-up  Area,1.0,Mahadevpura,1150.0,2.0,3.0,2,52.0
Super built-up  Area,1.0,Mahadevpura,1250.0,2.0,3.0,2,52.0
Super built-up  Area,1.0,Mahadevpura,1260.0,2.0,3.0,2,57.6
Super built-up  Area,1.0,Mahadevpura,730.0,1.0,1.0,1,35.0
Super built-up  Area,1.0,Mahadevpura,1434.0,2.0,1.0,3,67.39
Super built-up  Area,1.0,Mahadevpura,1146.0,2.0,1.0,2,53.8
Super built-up  Area,1.0,Mahadevpura,1532.0,2.0,2.0,2,62.0
Super built-up  Area,1.0,Mahadevpura,1620.0,2.0,1.0,3,76.0
Super built-up  Area,1.0,Mahadevpura,1136.0,2.0,3.0,2,64.5
Super built-up  Area,1.0,Mahadevpura,1400.0,2.0,2.0,3,65.8
Super built-up  Area,1.0,Mahadevpura,1137.0,2.0,1.0,2,53.4
Super built-up  Area,1.0,Mahadevpura,1601.0,3.0,2.0,3,95.0
Super built-up  Area,1.0,Mahadevpura,1450.0,3.0,2.0,3,75.0
Super built-up  Area,1.0,Mahadevpura,1152.0,2.0,1.0,2,54.0
Super built-up  Area,1.0,Mahadevpura,1212.0,2.0,1.0,2,56.9
Super built-up  Area,1.0,Mahadevpura,1505.0,3.0,2.0,3,78.0
Super built-up  Area,1.0,Mahadevpura,1500.0,2.0,1.0,3,70.0
Super built-up  Area,1.0,Mahadevpura,1236.0,2.0,1.0,2,58.0
Super built-up  Area,1.0,Mahadevpura,1120.0,2.0,2.0,2,53.0
Plot  Area,1.0,Mahalakshmi Layout,1575.0,5.0,1.0,4,158.0
Super built-up  Area,1.0,Mahalakshmi Layout,1105.0,2.0,1.0,2,80.0
Plot  Area,1.0,Mahalakshmi Layout,1200.0,3.0,1.0,4,160.0
Super built-up  Area,1.0,Mahalakshmi Layout,1200.0,2.0,3.0,3,110.0
Super built-up  Area,1.0,Mahalakshmi Layout,1876.0,3.0,1.0,3,150.0
Super built-up  Area,1.0,Mallasandra,1665.0,3.0,2.0,3,95.0
Super built-up  Area,1.0,Mallasandra,1665.0,3.0,2.0,3,86.58
Super built-up  Area,1.0,Mallasandra,1340.0,2.0,2.0,2,61.0
Super built-up  Area,1.0,Mallasandra,1325.0,2.0,2.0,2,70.0
Super built-up  Area,1.0,Mallasandra,1665.0,3.0,2.0,3,86.91
Super built-up  Area,1.0,Mallasandra,1325.0,2.0,1.0,2,70.0
Super built-up  Area,1.0,Mallasandra,905.0,2.0,1.0,2,40.0
Super built-up  Area,1.0,Mallasandra,1325.0,2.0,1.0,2,65.0
Built-up  Area,1.0,Mallasandra,1325.0,2.0,2.0,2,73.0
Super built-up  Area,1.0,Mallasandra,1565.0,2.0,2.0,2,69.0
Super built-up  Area,1.0,Mallasandra,905.0,2.0,1.0,2,35.0
Built-up  Area,1.0,Mallasandra,1100.0,2.0,3.0,3,76.3
Super built-up  Area,0.0,Malleshpalya,1140.0,2.0,2.0,2,46.5
Super built-up  Area,0.0,Malleshpalya,1225.0,2.0,2.0,2,46.86
Super built-up  Area,1.0,Malleshpalya,1052.0,2.0,2.0,2,50.0
Built-up  Area,1.0,Malleshpalya,1405.0,2.0,2.0,3,77.0
Super built-up  Area,1.0,Malleshpalya,1065.0,2.0,2.0,2,50.0
Super built-up  Area,1.0,Malleshpalya,1210.0,2.0,3.0,2,55.0
Super built-up  Area,1.0,Malleshpalya,1060.0,2.0,1.0,2,40.0
Super built-up  Area,1.0,Malleshpalya,1430.0,2.0,1.0,3,69.5
Built-up  Area,1.0,Malleshpalya,1421.0,2.0,1.0,2,90.0
Super built-up  Area,1.0,Malleshpalya,1245.0,2.0,1.0,2,55.0
Super built-up  Area,1.0,Malleshpalya,1200.0,2.0,2.0,2,46.0
Super built-up  Area,1.0,Malleshpalya,1225.0,2.0,2.0,2,52.0
Super built-up  Area,1.0,Malleshwaram,705.0,1.0,2.0,1,67.0
Super built-up  Area,0.0,Malleshwaram,12000.0,7.0,3.0,7,2200.0
Built-up  Area,1.0,Malleshwaram,2500.0,5.0,2.0,4,325.0
Built-up  Area,1.0,Malleshwaram,2006.0,3.0,1.0,3,297.0
Super built-up  Area,1.0,Malleshwaram,686.0,1.0,1.0,1,62.5
Super built-up  Area,1.0,Malleshwaram,2475.0,4.0,3.0,3,332.0
Super built-up  Area,1.0,Malleshwaram,2610.0,3.0,1.0,3,399.0
Super built-up  Area,1.0,Malleshwaram,2475.0,4.0,3.0,3,320.0
Super built-up  Area,1.0,Malleshwaram,900.0,2.0,1.0,2,95.0
Super built-up  Area,1.0,Malleshwaram,1420.0,2.0,1.0,2,158.0
Built-up  Area,1.0,Malleshwaram,2000.0,3.0,2.0,3,250.0
Super built-up  Area,1.0,Malleshwaram,2215.0,3.0,1.0,3,275.0
Super built-up  Area,1.0,Malleshwaram,2475.0,4.0,3.0,3,300.0
Super built-up  Area,1.0,Malleshwaram,2215.0,4.0,1.0,3,310.0
Super built-up  Area,1.0,Malleshwaram,480.0,1.0,1.0,1,60.0
Super built-up  Area,1.0,Malleshwaram,1290.0,2.0,1.0,2,120.0
Super built-up  Area,1.0,Malleshwaram,2475.0,4.0,3.0,3,326.0
Super built-up  Area,1.0,Malleshwaram,2476.0,3.0,3.0,3,337.0
Built-up  Area,1.0,Malleshwaram,900.0,2.0,1.0,2,90.0
Super built-up  Area,1.0,Malleshwaram,2050.0,4.0,1.0,3,270.0
Built-up  Area,1.0,Malleshwaram,900.0,2.0,1.0,2,72.0
Super built-up  Area,1.0,Malleshwaram,620.0,1.0,1.0,1,86.8
Built-up  Area,1.0,Malleshwaram,600.0,1.0,0.0,2,68.0
Super built-up  Area,1.0,Malleshwaram,2475.0,4.0,3.0,3,337.0
Super built-up  Area,1.0,Malleshwaram,2215.0,3.0,2.0,3,275.0
Super built-up  Area,1.0,Malleshwaram,2215.0,3.0,2.0,3,330.0
Super built-up  Area,1.0,Malleshwaram,1020.0,2.0,1.0,2,80.0
Plot  Area,1.0,Malleshwaram,600.0,1.0,0.0,2,90.0
Built-up  Area,1.0,Malleshwaram,2200.0,3.0,2.0,3,275.0
Super built-up  Area,1.0,Malleshwaram,1500.0,2.0,1.0,2,140.0
Super built-up  Area,1.0,Malleshwaram,2475.0,4.0,3.0,3,340.0
Super built-up  Area,1.0,Malleshwaram,1400.0,2.0,1.0,2,190.0
Super built-up  Area,1.0,Malleshwaram,2400.0,3.0,2.0,3,380.0
Built-up  Area,1.0,Malleshwaram,580.0,1.0,1.0,1,45.0
Super built-up  Area,1.0,Malleshwaram,1410.0,2.0,3.0,2,125.0
Super built-up  Area,1.0,Marathahalli,1220.0,2.0,1.0,2,57.0
Super built-up  Area,1.0,Marathahalli,1200.0,2.0,2.0,2,52.0
Super built-up  Area,1.0,Marathahalli,1200.0,2.0,2.0,2,60.0
Super built-up  Area,1.0,Marathahalli,1933.0,3.0,2.0,3,140.0
Super built-up  Area,0.0,Marathahalli,950.0,2.0,1.0,2,46.96
Super built-up  Area,1.0,Marathahalli,1230.0,2.0,2.0,2,80.0
Super built-up  Area,1.0,Marathahalli,3800.0,4.0,3.0,4,250.0
Super built-up  Area,1.0,Marathahalli,1019.0,2.0,2.0,2,49.85
Super built-up  Area,1.0,Marathahalli,1215.0,2.0,1.0,2,67.0
Super built-up  Area,1.0,Marathahalli,2181.0,3.0,2.0,4,152.0
Built-up  Area,1.0,Marathahalli,1170.0,2.0,3.0,2,53.0
Super built-up  Area,1.0,Marathahalli,1019.0,2.0,2.0,2,49.86
Super built-up  Area,1.0,Marathahalli,1325.0,2.0,2.0,2,71.55
Super built-up  Area,1.0,Marathahalli,1220.0,2.0,1.0,2,56.5
Super built-up  Area,0.0,Marathahalli,1152.0,2.0,1.0,2,56.0
Super built-up  Area,1.0,Marathahalli,1610.0,3.0,1.0,3,90.0
Super built-up  Area,0.0,Marathahalli,1146.0,2.0,1.0,2,70.0
Super built-up  Area,0.0,Marathahalli,1469.0,3.0,1.0,3,89.0
Super built-up  Area,1.0,Marathahalli,2519.0,5.0,2.0,4,185.0
Super built-up  Area,1.0,Marathahalli,957.0,2.0,1.0,2,46.9
Super built-up  Area,1.0,Marathahalli,1583.0,3.0,3.0,3,105.0
Super built-up  Area,1.0,Marathahalli,2524.0,5.0,2.0,4,190.0
Super built-up  Area,1.0,Marathahalli,1071.0,2.0,2.0,2,52.25
Super built-up  Area,1.0,Marathahalli,1215.0,2.0,2.0,2,58.86
Super built-up  Area,0.0,Marathahalli,1102.0,2.0,2.0,2,53.67
Super built-up  Area,1.0,Marathahalli,1900.0,3.0,3.0,3,123.0
Super built-up  Area,1.0,Marathahalli,1045.0,2.0,3.0,2,60.0
Super built-up  Area,1.0,Marathahalli,1365.0,2.0,2.0,2,73.0
Super built-up  Area,1.0,Marathahalli,1208.0,2.0,2.0,2,70.0
Built-up  Area,1.0,Marathahalli,1325.0,1.0,1.0,2,92.0
Built-up  Area,1.0,Marathahalli,1525.0,3.0,2.0,3,90.0
Super built-up  Area,1.0,Marathahalli,1937.0,3.0,2.0,3,140.0
Super built-up  Area,1.0,Marathahalli,1350.0,2.0,1.0,2,86.0
Super built-up  Area,0.0,Marathahalli,957.0,2.0,1.0,2,47.0
Super built-up  Area,1.0,Marathahalli,1230.0,2.0,1.0,2,57.0
Super built-up  Area,1.0,Marathahalli,1200.0,2.0,2.0,2,58.0
Super built-up  Area,0.0,Marathahalli,607.0,1.0,1.0,1,35.0
Super built-up  Area,1.0,Marathahalli,1583.0,3.0,3.0,3,109.0
Super built-up  Area,1.0,Marathahalli,1075.0,2.0,2.0,2,52.43
Super built-up  Area,1.0,Marathahalli,1360.0,2.0,1.0,2,103.0
Super built-up  Area,1.0,Marathahalli,1220.0,2.0,1.0,2,58.5
Super built-up  Area,1.0,Marathahalli,950.0,2.0,1.0,2,45.68
Super built-up  Area,0.0,Marathahalli,615.0,1.0,1.0,1,44.0
Super built-up  Area,1.0,Marathahalli,1595.0,3.0,2.0,3,90.0
Super built-up  Area,1.0,Marathahalli,1350.0,2.0,1.0,2,89.0
Super built-up  Area,1.0,Marathahalli,1020.0,2.0,1.0,2,57.0
Super built-up  Area,0.0,Marathahalli,1600.0,3.0,2.0,2,88.0
Super built-up  Area,1.0,Marathahalli,780.0,1.0,1.0,1,55.0
Super built-up  Area,1.0,Marathahalli,1710.0,3.0,2.0,3,100.0
Super built-up  Area,0.0,Marathahalli,1358.0,2.0,1.0,2,81.0
Super built-up  Area,1.0,Marathahalli,1205.0,2.0,1.0,2,75.0
Super built-up  Area,1.0,Marathahalli,1730.0,3.0,3.0,3,110.0
Super built-up  Area,1.0,Marathahalli,1583.0,3.0,3.0,3,115.0
Built-up  Area,1.0,Marathahalli,1200.0,2.0,1.0,2,67.0
Built-up  Area,1.0,Marathahalli,1095.0,2.0,1.0,2,60.0
Super built-up  Area,1.0,Marathahalli,1060.0,2.0,1.0,2,48.0
Built-up  Area,1.0,Marathahalli,1050.0,2.0,1.0,2,65.0
Super built-up  Area,1.0,Marathahalli,1102.0,2.0,2.0,2,53.67
Super built-up  Area,1.0,Marathahalli,1026.0,2.0,1.0,2,49.95
Super built-up  Area,1.0,Marathahalli,1220.0,2.0,1.0,2,59.0
Super built-up  Area,0.0,Marathahalli,881.0,2.0,1.0,2,48.06
Super built-up  Area,1.0,Marathahalli,1680.0,3.0,3.0,3,105.0
Super built-up  Area,1.0,Marathahalli,1910.0,3.0,3.0,3,119.0
Super built-up  Area,1.0,Marathahalli,1602.0,2.0,1.0,2,104.0
Super built-up  Area,0.0,Marathahalli,700.0,1.0,1.0,1,38.0
Super built-up  Area,1.0,Marathahalli,1690.0,3.0,2.0,3,116.0
Super built-up  Area,1.0,Marathahalli,1065.0,2.0,2.0,2,55.0
Built-up  Area,1.0,Marathahalli,1693.0,3.0,2.0,3,125.0
Super built-up  Area,1.0,Marathahalli,1693.0,3.0,1.0,3,125.0
Super built-up  Area,0.0,Marathahalli,1196.0,2.0,2.0,2,57.9
Super built-up  Area,1.0,Marathahalli,1595.0,3.0,2.0,3,88.0
Super built-up  Area,0.0,Marathahalli,2122.0,3.0,2.0,3,125.0
Super built-up  Area,1.0,Marathahalli,1730.0,3.0,2.0,3,115.0
Super built-up  Area,1.0,Marathahalli,1125.0,2.0,3.0,2,55.0
Super built-up  Area,1.0,Marathahalli,1950.0,3.0,2.0,3,115.0
Built-up  Area,1.0,Marathahalli,1250.0,2.0,2.0,2,68.0
Super built-up  Area,1.0,Marathahalli,1125.0,2.0,2.0,2,56.8
Super built-up  Area,1.0,Marathahalli,1350.0,2.0,1.0,2,90.0
Super built-up  Area,1.0,Marathahalli,1200.0,2.0,1.0,2,53.0
Super built-up  Area,1.0,Marathahalli,2500.0,5.0,2.0,4,175.0
Super built-up  Area,1.0,Marathahalli,957.0,2.0,1.0,2,47.0
Built-up  Area,1.0,Marathahalli,1350.0,2.0,2.0,2,60.0
Super built-up  Area,1.0,Marathahalli,3400.0,4.0,3.0,4,235.0
Super built-up  Area,1.0,Marathahalli,1350.0,2.0,1.0,2,99.0
Super built-up  Area,1.0,Marathahalli,1285.0,2.0,2.0,2,55.0
Super built-up  Area,1.0,Marathahalli,2500.0,5.0,2.0,4,181.0
Super built-up  Area,1.0,Marathahalli,3800.0,4.0,3.0,4,235.0
Super built-up  Area,1.0,Marathahalli,3951.0,4.0,3.0,4,230.0
Super built-up  Area,0.0,Marathahalli,1125.0,2.0,1.0,2,54.8
Built-up  Area,1.0,Marathahalli,1700.0,3.0,2.0,3,126.0
Super built-up  Area,1.0,Marathahalli,1270.0,2.0,3.0,2,73.0
Super built-up  Area,1.0,Marathahalli,950.0,2.0,2.0,2,46.7
Super built-up  Area,1.0,Marathahalli,1550.0,3.0,2.0,3,85.0
Super built-up  Area,0.0,Marathahalli,1019.0,2.0,2.0,2,49.86
Super built-up  Area,1.0,Marathahalli,1144.0,2.0,2.0,2,65.0
Super built-up  Area,1.0,Marathahalli,1240.0,2.0,2.0,2,55.0
Built-up  Area,1.0,Marathahalli,1100.0,2.0,1.0,1,75.0
Built-up  Area,1.0,Marathahalli,1156.0,2.0,2.0,2,52.0
Super built-up  Area,0.0,Marathahalli,2524.0,5.0,2.0,4,180.0
Super built-up  Area,1.0,Marathahalli,1135.0,2.0,2.0,2,60.0
Super built-up  Area,1.0,Marathahalli,1839.0,3.0,2.0,3,130.0
Super built-up  Area,0.0,Marathahalli,1170.0,2.0,2.0,2,85.0
Super built-up  Area,0.0,Marathahalli,1108.0,2.0,1.0,3,60.0
Super built-up  Area,1.0,Marathahalli,1449.0,3.0,2.0,3,110.0
Super built-up  Area,1.0,Marathahalli,1360.0,2.0,1.0,2,101.0
Super built-up  Area,1.0,Marathahalli,1026.0,2.0,1.0,2,50.18
Built-up  Area,1.0,Marathahalli,1270.0,2.0,2.0,2,80.0
Super built-up  Area,1.0,Marathahalli,1100.0,2.0,1.0,2,50.0
Super built-up  Area,1.0,Marathahalli,1196.0,2.0,2.0,2,57.95
Built-up  Area,1.0,Marathahalli,1485.0,2.0,2.0,3,90.0
Super built-up  Area,0.0,Marathahalli,1146.0,2.0,1.0,2,69.0
Plot  Area,1.0,Margondanahalli,1090.0,2.0,0.0,2,58.0
Plot  Area,1.0,Margondanahalli,1200.0,2.0,1.0,2,58.5
Plot  Area,1.0,Margondanahalli,1200.0,2.0,0.0,2,67.0
Plot  Area,1.0,Margondanahalli,1000.0,2.0,0.0,2,57.0
Plot  Area,1.0,Margondanahalli,600.0,2.0,0.0,2,35.0
Plot  Area,0.0,Margondanahalli,1200.0,2.0,0.0,2,69.0
Plot  Area,1.0,Margondanahalli,900.0,2.0,0.0,2,49.0
Built-up  Area,1.0,Margondanahalli,1140.0,2.0,1.0,2,60.0
Plot  Area,1.0,Margondanahalli,1100.0,2.0,1.0,2,55.0
Plot  Area,1.0,Margondanahalli,1152.0,1.0,0.0,2,66.0
Plot  Area,1.0,Margondanahalli,1200.0,2.0,1.0,2,65.0
Plot  Area,0.0,Margondanahalli,1050.0,2.0,0.0,2,58.0
Plot  Area,1.0,Margondanahalli,1160.0,2.0,1.0,2,65.0
Super built-up  Area,0.0,Margondanahalli,1334.0,2.0,1.0,2,67.76
Super built-up  Area,1.0,Mico Layout,5000.0,9.0,3.0,9,210.0
Super built-up  Area,1.0,Mico Layout,1550.0,2.0,2.0,3,65.0
Super built-up  Area,1.0,Mico Layout,1125.0,2.0,2.0,2,40.0
Super built-up  Area,1.0,Mico Layout,1190.0,2.0,2.0,2,39.25
Super built-up  Area,1.0,Mico Layout,800.0,1.0,1.0,1,29.5
Super built-up  Area,0.0,Mico Layout,1250.0,2.0,2.0,3,44.0
Super built-up  Area,0.0,Mico Layout,1171.0,2.0,2.0,2,39.0
Built-up  Area,1.0,Mico Layout,1200.0,2.0,1.0,2,53.5
Super built-up  Area,1.0,Mico Layout,1670.0,3.0,2.0,3,59.0
Super built-up  Area,1.0,Mico Layout,1140.0,2.0,2.0,2,43.0
Built-up  Area,1.0,Munnekollal,1170.0,2.0,2.0,2,52.0
Super built-up  Area,0.0,Munnekollal,1102.0,2.0,2.0,2,53.67
Built-up  Area,1.0,Munnekollal,1390.0,3.0,2.0,3,68.0
Super built-up  Area,1.0,Munnekollal,1200.0,2.0,2.0,2,49.5
Super built-up  Area,0.0,Munnekollal,950.0,2.0,1.0,2,46.5
Built-up  Area,1.0,Munnekollal,1560.0,3.0,3.0,3,75.0
Super built-up  Area,1.0,Munnekollal,1750.0,3.0,3.0,3,86.5
Super built-up  Area,0.0,Munnekollal,1385.0,2.0,2.0,3,66.5
Built-up  Area,1.0,Munnekollal,1080.0,2.0,2.0,2,45.0
Built-up  Area,1.0,Munnekollal,1170.0,2.0,2.0,2,59.0
Super built-up  Area,0.0,Munnekollal,1200.0,2.0,1.0,3,57.9
Super built-up  Area,0.0,Munnekollal,1030.0,2.0,1.0,2,50.36
Built-up  Area,1.0,Murugeshpalya,1296.0,2.0,1.0,2,81.0
Super built-up  Area,1.0,Murugeshpalya,1550.0,3.0,2.0,3,74.0
Super built-up  Area,1.0,Murugeshpalya,1845.0,3.0,3.0,3,91.0
Super built-up  Area,1.0,Murugeshpalya,1185.0,2.0,1.0,2,85.0
Super built-up  Area,0.0,Murugeshpalya,1225.0,2.0,2.0,2,48.0
Super built-up  Area,1.0,Murugeshpalya,1930.0,3.0,3.0,3,75.0
Super built-up  Area,1.0,Murugeshpalya,1600.0,2.0,1.0,3,65.0
Super built-up  Area,1.0,Murugeshpalya,1344.0,2.0,0.0,3,56.0
Super built-up  Area,1.0,Murugeshpalya,1500.0,2.0,0.0,3,70.0
Super built-up  Area,1.0,Murugeshpalya,1855.0,3.0,3.0,3,96.0
Super built-up  Area,1.0,Murugeshpalya,1175.0,2.0,2.0,2,75.0
Super built-up  Area,1.0,Mysore Road,1175.0,2.0,2.0,2,73.5
Super built-up  Area,0.0,Mysore Road,1710.0,4.0,2.0,3,91.31
Super built-up  Area,1.0,Mysore Road,1020.0,2.0,1.0,2,48.95
Super built-up  Area,0.0,Mysore Road,1175.0,2.0,1.0,2,73.5
Super built-up  Area,1.0,Mysore Road,1070.0,2.0,1.0,2,45.0
Super built-up  Area,1.0,Mysore Road,1239.0,2.0,1.0,2,53.0
Super built-up  Area,1.0,Mysore Road,1060.0,2.0,1.0,2,62.0
Super built-up  Area,0.0,Mysore Road,980.0,2.0,1.0,2,45.47
Super built-up  Area,1.0,Mysore Road,883.0,2.0,1.0,2,40.0
Super built-up  Area,1.0,Mysore Road,1525.0,3.0,2.0,3,96.0
Super built-up  Area,0.0,Mysore Road,1200.0,2.0,3.0,2,65.0
Super built-up  Area,1.0,Mysore Road,883.0,2.0,1.0,2,40.95
Super built-up  Area,0.0,Mysore Road,1070.0,2.0,1.0,2,49.65
Built-up  Area,1.0,Mysore Road,883.0,2.0,1.0,2,50.0
Super built-up  Area,1.0,Mysore Road,1155.0,2.0,1.0,2,51.0
Super built-up  Area,1.0,Mysore Road,1003.0,2.0,1.0,2,43.0
Super built-up  Area,1.0,Mysore Road,1237.0,2.0,2.0,2,73.0
Super built-up  Area,1.0,Mysore Road,883.0,2.0,1.0,2,45.0
Super built-up  Area,1.0,Mysore Road,1170.0,2.0,2.0,2,65.0
Super built-up  Area,0.0,Mysore Road,1029.5,2.0,0.0,2,50.855
Super built-up  Area,0.0,Mysore Road,940.0,2.0,1.0,2,43.61
Super built-up  Area,1.0,Mysore Road,1020.0,2.0,2.0,2,48.95
